action_id,action_group_id,action,type1,subtype,ft,points,type2,subtype,ft,points,type3,subtype,ft,points,isDefault,FLAG
248,244,<player1> blocks <player2> 's 9-foot  hook shot,block,,-1,-1,shot,missed,9,2,,,-1,-1,0,
249,244,<player1> blocks <player2> 's 9-foot  jumper,block,,-1,-1,shot,missed,9,2,,,-1,-1,0,
250,244,<player1> blocks <player2> 's 9-foot  shot,block,,-1,-1,shot,missed,9,2,,,-1,-1,0,
251,244,<player1> blocks <player2> 's 9-foot  two point shot,block,,-1,-1,shot,missed,9,2,,,-1,-1,0,
252,244,<player1> blocks <player2>'s 9-foot  jumper,block,,-1,-1,shot,missed,9,2,,,-1,-1,0,
253,244,<player1> blocks <player2>'s 9-foot hook shot,block,,-1,-1,shot,missed,9,2,,,-1,-1,0,
254,244,<player1> blocks <player2>'s 9-foot jumper,block,,-1,-1,shot,missed,9,2,,,-1,-1,0,
255,244,<player1> blocks <player2>'s 9-foot running jumper,block,,-1,-1,shot,missed,9,2,,,-1,-1,0,
256,244,<player1> blocks <player2>'s 9-foot two point shot,block,,-1,-1,shot,missed,9,2,,,-1,-1,0,
257,244,<player1>  blocks <player2> 's 9-foot  jumper,block,,-1,-1,shot,missed,9,2,,,-1,-1,0,
258,244,<player1> blocks <player2>  's 9-foot  jumper,block,,-1,-1,shot,missed,9,2,,,-1,-1,0,
259,244,<player1>  blocks <player2> 's 9-foot  jumper,block,,-1,-1,shot,missed,9,2,,,-1,-1,0,
260,244,<player1> blocks <player2>  's 9-foot  jumper,block,,-1,-1,shot,missed,9,2,,,-1,-1,0,
261,261,<player1>  blocks <player2> 's 10-foot  jumper,block,,-1,-1,shot,missed,10,2,,,-1,-1,1,
262,261,<player1>  blocks <player2> 's 10-foot  shot,block,,-1,-1,shot,missed,10,2,,,-1,-1,0,
263,261,<player1> blocks <player2> 's 10- foot  shot,block,,-1,-1,shot,missed,10,2,,,-1,-1,0,
264,261,<player1> blocks <player2> 's 10-foot  2-pt jumper,block,,-1,-1,shot,missed,10,2,,,-1,-1,0,
265,261,<player1> blocks <player2> 's 10-foot  jumper,block,,-1,-1,shot,missed,10,2,,,-1,-1,0,
266,261,<player1> blocks <player2> 's 10-foot  shot,block,,-1,-1,shot,missed,10,2,,,-1,-1,0,
267,261,<player1> blocks <player2> 's 10-foot  two point shot,block,,-1,-1,shot,missed,10,2,,,-1,-1,0,
268,261,<player1> blocks <player2>'s 10-foot  shot,block,,-1,-1,shot,missed,10,2,,,-1,-1,0,
269,261,<player1> blocks <player2>'s 10-foot hook shot,block,,-1,-1,shot,missed,10,2,,,-1,-1,0,
270,261,<player1> blocks <player2>'s 10-foot jumper,block,,-1,-1,shot,missed,10,2,,,-1,-1,0,
271,261,<player1> blocks <player2>'s 10-foot running jumper,block,,-1,-1,shot,missed,10,2,,,-1,-1,0,
272,261,<player1> blocks <player2>'s 10-foot two point shot,block,,-1,-1,shot,missed,10,2,,,-1,-1,0,
273,261,<player1> blocks de<player2>s's 10-foot jumper,block,,-1,-1,shot,missed,10,2,,,-1,-1,0,
274,261,<player1> blocks   <player2>'s 10-foot jumper,block,,-1,-1,shot,missed,10,2,,,-1,-1,0,
275,261,<player1> blocks <player2>  's 10- foot  shot,block,,-1,-1,shot,missed,10,2,,,-1,-1,0,
276,261,<player1> blocks <player2>  's 10-foot  jumper,block,,-1,-1,shot,missed,10,2,,,-1,-1,0,
277,261,<player1> blocks <player2> 's 10- foot  jumper,block,,-1,-1,shot,missed,10,2,,,-1,-1,0,
278,261,<player1> blocks <player2> 's 10-foot  hook shot,block,,-1,-1,shot,missed,10,2,,,-1,-1,0,
279,261,<player1> blocks <player2> 's 10-foot running jumper,block,,-1,-1,shot,missed,10,2,,,-1,-1,0,
280,261,<player1> blocks <player2>'s 10-foot  jumper,block,,-1,-1,shot,missed,10,2,,,-1,-1,0,
281,261,<player1> blocks   <player2>'s 10-foot jumper,block,,-1,-1,shot,missed,10,2,,,-1,-1,0,
282,261,<player1> blocks <player2>  's 10- foot  shot,block,,-1,-1,shot,missed,10,2,,,-1,-1,0,
283,261,<player1> blocks <player2>  's 10-foot  jumper,block,,-1,-1,shot,missed,10,2,,,-1,-1,0,
284,261,<player1> blocks <player2> 's 10- foot  jumper,block,,-1,-1,shot,missed,10,2,,,-1,-1,0,
285,261,<player1> blocks <player2> 's 10-foot  hook shot,block,,-1,-1,shot,missed,10,2,,,-1,-1,0,
286,261,<player1> blocks <player2>'s 10-foot  jumper,block,,-1,-1,shot,missed,10,2,,,-1,-1,0,
287,287,<player1>  blocks <player2> 's 11-foot  shot,block,,-1,-1,shot,missed,11,2,,,-1,-1,1,
288,287,<player1> blocks <player2> 's 11-foot  2-pt jumper,block,,-1,-1,shot,missed,11,2,,,-1,-1,0,
289,287,<player1> blocks <player2> 's 11-foot  jumper,block,,-1,-1,shot,missed,11,2,,,-1,-1,0,
290,287,<player1> blocks <player2> 's 11-foot  shot,block,,-1,-1,shot,missed,11,2,,,-1,-1,0,?
291,287,<player1> blocks <player2> 's 11-foot  two point shot,block,,-1,-1,shot,missed,11,2,,,-1,-1,0,
292,287,<player1> blocks <player2>'s 11-foot  jumper,block,,-1,-1,shot,missed,11,2,,,-1,-1,0,
293,287,<player1> blocks <player2>'s 11-foot hook shot,block,,-1,-1,shot,missed,11,2,,,-1,-1,0,
294,287,<player1> blocks <player2>'s 11-foot jumper,block,,-1,-1,shot,missed,11,2,,,-1,-1,0,
295,287,<player1> blocks <player2>'s 11-foot running jumper,block,,-1,-1,shot,missed,11,2,,,-1,-1,0,
296,287,<player1> blocks <player2>'s 11-foot two point shot,block,,-1,-1,shot,missed,11,2,,,-1,-1,0,
297,287,<player1> blocks <player2> 's 11- foot  jumper,block,,-1,-1,shot,missed,11,2,,,-1,-1,0,
298,287,<player1> blocks <player2> 's 11-foot  hook shot,block,,-1,-1,shot,missed,11,2,,,-1,-1,0,
299,287,<player1> blocks <player2> 's 11- foot  jumper,block,,-1,-1,shot,missed,11,2,,,-1,-1,0,
300,287,<player1> blocks <player2> 's 11-foot  hook shot,block,,-1,-1,shot,missed,11,2,,,-1,-1,0,
301,301,<player1> blocks <player2> 's 12- foot  jumper,block,,-1,-1,shot,missed,12,2,,,-1,-1,1,
302,301,<player1> blocks <player2> 's 12-foot  2-pt jumper,block,,-1,-1,shot,missed,12,2,,,-1,-1,0,?
303,301,<player1> blocks <player2> 's 12-foot  jumper,block,,-1,-1,shot,missed,12,2,,,-1,-1,0,?
304,301,<player1> blocks <player2> 's 12-foot  shot,block,,-1,-1,shot,missed,12,2,,,-1,-1,0,PLAYER?
305,301,<player1> blocks <player2>'s 12-foot  jumper,block,,-1,-1,shot,missed,12,2,,,-1,-1,0,
306,301,<player1> blocks <player2>'s 12-foot hook shot,block,,-1,-1,shot,missed,12,2,,,-1,-1,0,
307,301,<player1> blocks <player2>'s 12-foot jumper,block,,-1,-1,shot,missed,12,2,,,-1,-1,0,
308,301,<player1> blocks <player2>'s 12-foot running jumper,block,,-1,-1,shot,missed,12,2,,,-1,-1,0,
309,301,<player1> blocks <player2>'s 12-foot two point shot,block,,-1,-1,shot,missed,12,2,,,-1,-1,0,
310,301,<player1> blocks <player2>  's 12-foot  jumper,block,,-1,-1,shot,missed,12,2,,,-1,-1,0,
311,301,<player1> blocks <player2>  's 12-foot  shot,block,,-1,-1,shot,missed,12,2,,,-1,-1,0,
312,301,<player1> blocks <player2> 's 12-foot  two point shot,block,,-1,-1,shot,missed,12,2,,,-1,-1,0,
313,301,<player1> blocks <player2>  's 12-foot  jumper,block,,-1,-1,shot,missed,12,2,,,-1,-1,0,
314,301,<player1> blocks <player2>  's 12-foot  shot,block,,-1,-1,shot,missed,12,2,,,-1,-1,0,
315,301,<player1> blocks <player2> 's 12-foot  two point shot,block,,-1,-1,shot,missed,12,2,,,-1,-1,0,
316,316,<player1>  blocks <player2> 's 13-foot  jumper,block,,-1,-1,shot,missed,13,2,,,-1,-1,1,
317,316,<player1> blocks <player2> 's 13- foot  jumper,block,,-1,-1,shot,missed,13,2,,,-1,-1,0,
318,316,<player1> blocks <player2> 's 13-foot  2-pt jumper,block,,-1,-1,shot,missed,13,2,,,-1,-1,0,
319,316,<player1> blocks <player2> 's 13-foot  jumper,block,,-1,-1,shot,missed,13,2,,,-1,-1,0,
320,316,<player1> blocks <player2> 's 13-foot  shot,block,,-1,-1,shot,missed,13,2,,,-1,-1,0,
321,316,<player1> blocks <player2>'s 13-foot  jumper,block,,-1,-1,shot,missed,13,2,,,-1,-1,0,
322,316,<player1> blocks <player2>'s 13-foot hook shot,block,,-1,-1,shot,missed,13,2,,,-1,-1,0,
323,316,<player1> blocks <player2>'s 13-foot jumper,block,,-1,-1,shot,missed,13,2,,,-1,-1,0,
324,316,<player1> blocks <player2>'s 13-foot running jumper,block,,-1,-1,shot,missed,13,2,,,-1,-1,0,
325,316,<player1> blocks <player2>'s 13-foot two point shot,block,,-1,-1,shot,missed,13,2,,,-1,-1,0,
326,316,<player1> blocks <player2>' 13-foot  jumper,block,,-1,-1,shot,missed,13,2,,,-1,-1,0,
327,316,<player1> blocks <player2> 's 13-foot  hook shot,block,,-1,-1,shot,missed,13,2,,,-1,-1,0,
328,316,<player1> blocks <player2> 's 13-foot  two point shot,block,,-1,-1,shot,missed,13,2,,,-1,-1,0,
329,316,<player1> blocks <player2> 's 13-foot  hook shot,block,,-1,-1,shot,missed,13,2,,,-1,-1,0,
330,316,<player1> blocks <player2> 's 13-foot  two point shot,block,,-1,-1,shot,missed,13,2,,,-1,-1,0,
331,316,<player1> blocks <player2>' 13-foot  jumper,block,,-1,-1,shot,missed,13,2,,,-1,-1,0,
332,332,<player1>  blocks <player2> 's 14-foot  jumper,block,,-1,-1,shot,missed,14,2,,,-1,-1,1,
333,332,<player1> blocks <player2> 's 14- foot  jumper,block,,-1,-1,shot,missed,14,2,,,-1,-1,0,
334,332,<player1> blocks <player2> 's 14-foot  jumper,block,,-1,-1,shot,missed,14,2,,,-1,-1,0,
335,332,<player1> blocks <player2> 's 14-foot  shot,block,,-1,-1,shot,missed,14,2,,,-1,-1,0,
336,332,<player1> blocks <player2>'s 14-foot  jumper,block,,-1,-1,shot,missed,14,2,,,-1,-1,0,
337,332,<player1> blocks <player2>'s 14-foot jumper,block,,-1,-1,shot,missed,14,2,,,-1,-1,0,
338,332,<player1> blocks <player2>'s 14-foot running jumper,block,,-1,-1,shot,missed,14,2,,,-1,-1,0,
339,332,<player1> blocks <player2>'s 14-foot two point shot,block,,-1,-1,shot,missed,14,2,,,-1,-1,0,
340,332,<player1> blocks <player2> 's 14-foot  2-pt jumper,block,,-1,-1,shot,missed,14,2,,,-1,-1,0,
341,332,<player1> blocks <player2>'s 14-foot hook shot,block,,-1,-1,shot,missed,14,2,,,-1,-1,0,
342,332,<player1> blocks <player2> 's 14-foot  2-pt jumper,block,,-1,-1,shot,missed,14,2,,,-1,-1,0,
343,343,<player1> blocks <player2> 's 15- foot  jumper,block,,-1,-1,shot,missed,15,2,,,-1,-1,1,
344,343,<player1> blocks <player2> 's 15-foot  2-pt jumper,block,,-1,-1,shot,missed,15,2,,,-1,-1,0,
345,343,<player1> blocks <player2> 's 15-foot  jumper,block,,-1,-1,shot,missed,15,2,,,-1,-1,0,
346,343,<player1> blocks <player2> 's 15-foot  shot,block,,-1,-1,shot,missed,15,2,,,-1,-1,0,
347,343,<player1> blocks <player2> 's 15-foot  two point shot,block,,-1,-1,shot,missed,15,2,,,-1,-1,0,
348,343,<player1> blocks <player2>'s 15-foot hook shot,block,,-1,-1,shot,missed,15,2,,,-1,-1,0,
349,343,<player1> blocks <player2>'s 15-foot jumper,block,,-1,-1,shot,missed,15,2,,,-1,-1,0,
350,343,<player1> blocks <player2>'s 15-foot running jumper,block,,-1,-1,shot,missed,15,2,,,-1,-1,0,
351,343,<player1> blocks <player2>'s 15-foot two point shot,block,,-1,-1,shot,missed,15,2,,,-1,-1,0,
352,352,<player1>  blocks <player2> 's 16-foot  jumper,block,,-1,-1,shot,missed,16,2,,,-1,-1,1,
353,352,<player1> blocks <player2> 's 16- foot  jumper,block,,-1,-1,shot,missed,16,2,,,-1,-1,0,
354,352,<player1> blocks <player2> 's 16-foot  2-pt jumper,block,,-1,-1,shot,missed,16,2,,,-1,-1,0,
355,352,<player1> blocks <player2> 's 16-foot  jumper,block,,-1,-1,shot,missed,16,2,,,-1,-1,0,
356,352,<player1> blocks <player2> 's 16-foot  shot,block,,-1,-1,shot,missed,16,2,,,-1,-1,0,
357,352,<player1> blocks <player2>'s 16-foot  jumper,block,,-1,-1,shot,missed,16,2,,,-1,-1,0,
358,352,<player1> blocks <player2>'s 16-foot jumper,block,,-1,-1,shot,missed,16,2,,,-1,-1,0,
359,352,<player1> blocks <player2>'s 16-foot running jumper,block,,-1,-1,shot,missed,16,2,,,-1,-1,0,
360,352,<player1> blocks <player2>'s 16-foot two point shot,block,,-1,-1,shot,missed,16,2,,,-1,-1,0,
361,352,<player1> blocks <player2> 's 16-foot jumper,block,,-1,-1,shot,missed,16,2,,,-1,-1,0,
362,362,<player1>  blocks <player2> 's 17-foot  jumper,block,,-1,-1,shot,missed,17,2,,,-1,-1,1,
363,362,<player1> blocks <player2> 's 17-foot  2-pt jumper,block,,-1,-1,shot,missed,17,2,,,-1,-1,0,
364,362,<player1> blocks <player2> 's 17-foot  jumper,block,,-1,-1,shot,missed,17,2,,,-1,-1,0,
365,362,<player1> blocks <player2> 's 17-foot  shot,block,,-1,-1,shot,missed,17,2,,,-1,-1,0,
366,362,<player1> blocks <player2>'s 17-foot jumper,block,,-1,-1,shot,missed,17,2,,,-1,-1,0,
367,362,<player1> blocks <player2>'s 17-foot running jumper,block,,-1,-1,shot,missed,17,2,,,-1,-1,0,
368,362,<player1> blocks <player2>'s 17-foot two point shot,block,,-1,-1,shot,missed,17,2,,,-1,-1,0,
369,362,<player1> blocks <player2>'s 17-foot  jumper,block,,-1,-1,shot,missed,17,2,,,-1,-1,0,
370,362,<player1> blocks <player2>'s 17-foot  jumper,block,,-1,-1,shot,missed,17,2,,,-1,-1,0,
371,371,<player1> blocks <player2> 's 18-foot  jumper,block,,-1,-1,shot,missed,18,2,,,-1,-1,1,
372,371,<player1> blocks <player2> 's 18-foot  shot,block,,-1,-1,shot,missed,18,2,,,-1,-1,0,
373,371,<player1> blocks <player2>'s 18-foot jumper,block,,-1,-1,shot,missed,18,2,,,-1,-1,0,
374,371,<player1> blocks <player2>'s 18-foot two point shot,block,,-1,-1,shot,missed,18,2,,,-1,-1,0,
375,371,<player1> blocks <player2>'s 18-foot running jumper,block,,-1,-1,shot,missed,18,2,,,-1,-1,0,
376,376,<player1> blocks <player2> 's 19-foot  jumper,block,,-1,-1,shot,missed,19,2,,,-1,-1,1,
377,376,<player1> blocks <player2> 's 19-foot  shot,block,,-1,-1,shot,missed,19,2,,,-1,-1,0,
378,376,<player1> blocks <player2>'s 19-foot  jumper,block,,-1,-1,shot,missed,19,2,,,-1,-1,0,
379,376,<player1> blocks <player2>'s 19-foot jumper,block,,-1,-1,shot,missed,19,2,,,-1,-1,0,
380,376,<player1> blocks <player2>'s 19-foot running jumper,block,,-1,-1,shot,missed,19,2,,,-1,-1,0,
381,376,<player1> blocks <player2>'s 19-foot two point shot,block,,-1,-1,shot,missed,19,2,,,-1,-1,0,
382,376,<player1> blocks <player2> 's 19- foot  jumper,block,,-1,-1,shot,missed,19,2,,,-1,-1,0,
383,376,<player1> blocks <player2> 's 19- foot  jumper,block,,-1,-1,shot,missed,19,2,,,-1,-1,0,
384,384,<player1> blocks <player2> 's 20-foot  2-pt jumper,block,,-1,-1,shot,missed,20,2,,,-1,-1,1,
385,384,<player1> blocks <player2> 's 20-foot  jumper,block,,-1,-1,shot,missed,20,2,,,-1,-1,0,PLAYER
386,384,<player1> blocks <player2> 's 20-foot  shot,block,,-1,-1,shot,missed,20,2,,,-1,-1,0,
387,384,<player1> blocks <player2>'s 20-foot  jumper,block,,-1,-1,shot,missed,20,2,,,-1,-1,0,
388,384,<player1> blocks <player2>'s 20-foot  shot,block,,-1,-1,shot,missed,20,2,,,-1,-1,0,
389,384,<player1> blocks <player2>'s 20-foot jumper,block,,-1,-1,shot,missed,20,2,,,-1,-1,0,
390,384,<player1> blocks <player2>'s 20-foot two point shot,block,,-1,-1,shot,missed,20,2,,,-1,-1,0,
391,391,<player1> blocks <player2> 's 21-foot  jumper,block,,-1,-1,shot,missed,21,2,,,-1,-1,1,
392,391,<player1> blocks <player2> 's 21-foot  shot,block,,-1,-1,shot,missed,21,2,,,-1,-1,0,PLAYER
393,391,<player1> blocks <player2>'s 21-foot jumper,block,,-1,-1,shot,missed,21,2,,,-1,-1,0,
394,391,<player1> blocks <player2>'s 21-foot two point shot,block,,-1,-1,shot,missed,21,2,,,-1,-1,0,
395,395,<player1>  blocks <player2> 's 22-foot  jumper,block,,-1,-1,shot,missed,22,2,,,-1,-1,1,
396,395,<player1>  blocks <player2>'s 22-foot jumper,block,,-1,-1,shot,missed,22,2,,,-1,-1,0,
397,395,<player1> blocks <player2> 's 22-foot  jumper,block,,-1,-1,shot,missed,22,2,,,-1,-1,0,
398,395,<player1> blocks <player2>'s 22-foot jumper,block,,-1,-1,shot,missed,22,2,,,-1,-1,0,
399,395,<player1> blocks <player2>'s 22-foot running jumper,block,,-1,-1,shot,missed,22,2,,,-1,-1,0,
400,395,<player1> blocks <player2>'s 22-foot two point shot,block,,-1,-1,shot,missed,22,2,,,-1,-1,0,
401,395,<player1> blocks <player2> 's 22-foot  shot,block,,-1,-1,shot,missed,22,2,,,-1,-1,0,
402,395,<player1> blocks <player2> 's 22-foot  shot,block,,-1,-1,shot,missed,22,2,,,-1,-1,0,
403,403,<player1> blocks <player2>'s 22-foot three point jumper,block,,-1,-1,shot,missed,22,3,,,-1,-1,1,
404,404,<player1> blocks <player2> 's 23-foot,block,,-1,-1,shot,missed,23,2,,,-1,-1,1,
405,404,<player1> blocks <player2> 's 23-foot  jumper,block,,-1,-1,shot,missed,23,2,,,-1,-1,0,
406,404,<player1> blocks <player2>'s 23-foot jumper,block,,-1,-1,shot,missed,23,2,,,-1,-1,0,
407,404,<player1> blocks <player2> 's 23-foot  shot,block,,-1,-1,shot,missed,23,2,,,-1,-1,0,
408,404,<player1> blocks <player2>'s 23-foot two point shot,block,,-1,-1,shot,missed,23,2,,,-1,-1,0,
409,404,<player1> blocks <player2> 's 23-foot  shot,block,,-1,-1,shot,missed,23,2,,,-1,-1,0,
410,410,<player1> blocks <player2> 's 23- foot   three point jumper,block,,-1,-1,shot,missed,23,3,,,-1,-1,1,
411,410,<player1> blocks <player2> 's 23-foot   three point jumper,block,,-1,-1,shot,missed,23,3,,,-1,-1,0,
412,410,<player1> blocks <player2>'s 10-foot three pointer,block,,-1,-1,shot,missed,23,3,,,-1,-1,0,
413,410,<player1> blocks <player2>'s 23-foot   three point jumper,block,,-1,-1,shot,missed,23,3,,,-1,-1,0,
414,410,<player1> blocks <player2>'s 23-foot three point jumper,block,,-1,-1,shot,missed,23,3,,,-1,-1,0,
415,410,<player1> blocks <player2>'s 23-foot three pointer,block,,-1,-1,shot,missed,23,3,,,-1,-1,0,
416,410,<player1> blocks <player2>'s 8-foot three point running jumper,block,,-1,-1,shot,missed,23,3,,,-1,-1,0,
417,417,<player1> blocks <player2> 's 24-foot  jumper,block,,-1,-1,shot,missed,24,2,,,-1,-1,1,
418,418,<player1>  blocks <player2>'s   three point jumper,block,,-1,-1,shot,missed,24,3,,,-1,-1,1,
419,418,<player1> blocks <player2> 's 24-foot,block,,-1,-1,shot,missed,24,3,,,-1,-1,0,
420,418,<player1> blocks <player2> 's 24-foot   three point jumper,block,,-1,-1,shot,missed,24,3,,,-1,-1,0,
421,418,<player1> blocks <player2>'s   three point jumper,block,,-1,-1,shot,missed,24,3,,,-1,-1,0,
422,418,<player1> blocks <player2>'s 1-foot three pointer,block,,-1,-1,shot,missed,24,3,,,-1,-1,0,
423,418,<player1> blocks <player2>'s 24-foot   three point jumper,block,,-1,-1,shot,missed,24,3,,,-1,-1,0,
424,418,<player1> blocks <player2>'s 24-foot jumper,block,,-1,-1,shot,missed,24,3,,,-1,-1,0,
425,418,<player1> blocks <player2>'s 24-foot three point hook shot,block,,-1,-1,shot,missed,24,3,,,-1,-1,0,
426,418,<player1> blocks <player2>'s 24-foot three point jumper,block,,-1,-1,shot,missed,24,3,,,-1,-1,0,
427,418,<player1> blocks <player2>'s 24-foot three pointer,block,,-1,-1,shot,missed,24,3,,,-1,-1,0,
428,418,<player1> blocks <player2> 's 24-foot three point jumper,block,,-1,-1,shot,missed,24,3,,,-1,-1,0,
429,429,<player1>  blocks <player2> 's 25-foot   three point jumper,block,,-1,-1,shot,missed,25,3,,,-1,-1,1,
430,429,<player1> blocks <player2> 's 25- foot   three point jumper,block,,-1,-1,shot,missed,25,3,,,-1,-1,0,
431,429,<player1> blocks <player2> 's 25-foot,block,,-1,-1,shot,missed,25,3,,,-1,-1,0,
432,429,<player1> blocks <player2> 's 25-foot   three point jumper,block,,-1,-1,shot,missed,25,3,,,-1,-1,0,
433,429,<player1> blocks <player2> 's 25-foot shot,block,,-1,-1,shot,missed,25,3,,,-1,-1,0,
434,429,<player1> blocks <player2> 's 25-foot three point shot,block,,-1,-1,shot,missed,25,3,,,-1,-1,0,
435,429,<player1> blocks <player2>'s 25-foot three point jumper,block,,-1,-1,shot,missed,25,3,,,-1,-1,0,
436,429,<player1> blocks <player2>'s 25-foot three point running jumper,block,,-1,-1,shot,missed,25,3,,,-1,-1,0,
437,429,<player1> blocks <player2>'s 25-foot three pointer,block,,-1,-1,shot,missed,25,3,,,-1,-1,0,
438,438,<player1> blocks <player2> 's 26-foot,block,,-1,-1,shot,missed,26,3,,,-1,-1,1,
439,438,<player1> blocks <player2> 's 26-foot   three point jumper,block,,-1,-1,shot,missed,26,3,,,-1,-1,0,
440,438,<player1> blocks <player2>'s 26-foot three point jumper,block,,-1,-1,shot,missed,26,3,,,-1,-1,0,
441,438,<player1> blocks <player2>'s 26-foot three pointer,block,,-1,-1,shot,missed,26,3,,,-1,-1,0,
442,438,<player1> blocks <player2>'s 26-foot   three point jumper,block,,-1,-1,shot,missed,26,3,,,-1,-1,0,
443,438,<player1> blocks <player2>'s 26-foot three point running jumper,block,,-1,-1,shot,missed,26,3,,,-1,-1,0,
444,438,<player1> blocks <player2>'s 26-foot   three point jumper,block,,-1,-1,shot,missed,26,3,,,-1,-1,0,
445,445,<player1> blocks <player2> 's 27-foot,block,,-1,-1,shot,missed,27,3,,,-1,-1,1,
446,445,<player1> blocks <player2> 's 27-foot   three point jumper,block,,-1,-1,shot,missed,27,3,,,-1,-1,0,
447,445,<player1> blocks <player2>'s 27-foot   three point jumper,block,,-1,-1,shot,missed,27,3,,,-1,-1,0,
448,445,<player1> blocks <player2>'s 27-foot three point jumper,block,,-1,-1,shot,missed,27,3,,,-1,-1,0,
449,445,<player1> blocks <player2>'s 27-foot three point running jumper,block,,-1,-1,shot,missed,27,3,,,-1,-1,0,
450,445,<player1> blocks <player2> 's 27-foot three point shot,block,,-1,-1,shot,missed,27,3,,,-1,-1,0,
451,451,<player1>  blocks <player2> 's 28-foot   three point jumper,block,,-1,-1,shot,missed,28,3,,,-1,-1,1,
452,451,<player1> blocks <player2> 's 28-foot   three point jumper,block,,-1,-1,shot,missed,28,3,,,-1,-1,0,
453,451,<player1> blocks <player2>'s 28-foot three point jumper,block,,-1,-1,shot,missed,28,3,,,-1,-1,0,
454,454,<player1> blocks <player2> 's 29-foot,block,,-1,-1,shot,missed,29,3,,,-1,-1,1,
455,454,<player1> blocks <player2> 's 29-foot   three point jumper,block,,-1,-1,shot,missed,29,3,,,-1,-1,0,
456,454,<player1> blocks <player2>'s 29-foot   three point jumper,block,,-1,-1,shot,missed,29,3,,,-1,-1,0,
457,454,<player1> blocks <player2>'s 29-foot three point jumper,block,,-1,-1,shot,missed,29,3,,,-1,-1,0,
458,454,<player1> blocks <player2>'s 29-foot three pointer,block,,-1,-1,shot,missed,29,3,,,-1,-1,0,
459,459,<player1> blocks <player2> 's 30-foot   three point jumper,block,,-1,-1,shot,missed,30,3,,,-1,-1,1,
460,459,<player1> blocks <player2>'s 30-foot three point jumper,block,,-1,-1,shot,missed,30,3,,,-1,-1,0,
461,461,<player1> blocks <player2> 's 31-foot   three point jumper,block,,-1,-1,shot,missed,31,3,,,-1,-1,1,
462,461,<player1> blocks <player2>'s 31-foot three point jumper,block,,-1,-1,shot,missed,31,3,,,-1,-1,0,
463,463,<player1> blocks <player2> 's 32-foot   three point jumper,block,,-1,-1,shot,missed,32,3,,,-1,-1,1,
464,463,<player1> blocks <player2>'s 32-foot three point jumper,block,,-1,-1,shot,missed,32,3,,,-1,-1,0,
465,465,<player1> blocks <player2>'s 33-foot three point jumper,block,,-1,-1,shot,missed,33,3,,,-1,-1,1,
466,465,<player1> blocks <player2>'s 33-foot three point running jumper,block,,-1,-1,shot,missed,33,3,,,-1,-1,0,
467,467,<player1> blocks <player2>'s 34-foot three point jumper,block,,-1,-1,shot,missed,34,3,,,-1,-1,1,
468,467,<player1> blocks <player2>'s 34-foot three pointer,block,,-1,-1,shot,missed,34,3,,,-1,-1,0,
469,467,<player1> blocks <player2>'s 34-foot three point running jumper,block,,-1,-1,shot,missed,34,3,,,-1,-1,0,
470,470,<player1> blocks <player2>'s 35-foot three point jumper,block,,-1,-1,shot,missed,35,3,,,-1,-1,1,
471,471,<player1> blocks <player2>'s 36-foot three point jumper,block,,-1,-1,shot,missed,36,3,,,-1,-1,1,
472,472,<player1> blocks <player2> 's 37-foot   three point jumper,block,,-1,-1,shot,missed,37,3,,,-1,-1,1,
473,472,<player1> blocks <player2>'s 37-foot three point jumper,block,,-1,-1,shot,missed,37,3,,,-1,-1,0,
